"country","Mean(avg_temp)"
"Afghanistan",14.360949720670389
"Albania",15.498202247191015
"Algeria",16.433218390804612
"Angola",23.69364864864865
"Argentina",17.055534591194977
"Armenia",8.36564814814814
"Australia",15.863723932472698
"Austria",8.004794007490638
"Azerbaijan",11.099805825242717
"Bahamas",24.754978354978334
"Bahrain",25.843195266272186
"Bangladesh",25.474084507042225
"Belarus",5.360074906367043
"Belgium",9.850599250936336
"Bolivia",8.7351572327044
"Bosnia And Herzegovina",9.0470786516854
"Botswana",18.992547770700632
"Brazil",21.75930393198723
"Bulgaria",8.429363295880156
"Burkina Faso",28.04916666666665
"Burundi",20.803687943262403
"Cameroon",24.61378378378379
"Canada",5.828524374176557
"Central African Republic",24.944729729729733
"Chile",9.141572327044022
"China",12.431913469387732
"Colombia",24.29164222873901
"Congo",23.86101351351352
"Congo (Democratic Republic Of The)",22.27379310344828
"Croatia",9.452284644194751
"Czech Republic",8.200636704119846
"Côte D'Ivoire",25.85522727272725
"Denmark",7.881647940074908
"Dominican Republic",25.992032085561465
"Ecuador",19.850687960687953
"Egypt",20.726969696969714
"El Salvador",25.36203389830508
"Equatorial Guinea",25.486756756756765
"Eritrea",24.00264285714285
"Estonia",4.883333333333333
"Finland",4.244194756554309
"France",10.376104868913849
"Gabon",25.975202702702706
"Georgia",8.36564814814814
"Germany",7.265530586766542
"Ghana",26.28609271523179
"Greece",17.421839080459772
"Guatemala",19.165567567567567
"Guinea",26.577687499999996
"Guinea Bissau",27.05386075949368
"Guyana",26.541657142857126
"Haiti",26.459202127659587
"Honduras",23.883689839572178
"Hong Kong",21.430862068965506
"Hungary",9.730861423220974
"India",25.311946902654896
"Indonesia",26.23478800413652
"Iran",13.46896243291593
"Iraq",20.725200000000005
"Ireland",8.666067415730339
"Italy",9.353820224719104
"Jamaica",26.624021164021144
"Japan",14.11111867704281
"Kazakhstan",3.766062176165804
"Kenya",16.079716312056743
"Laos",24.092684210526304
"Latvia",5.2320599250936315
"Lebanon",18.925791855203617
"Lesotho",14.038471337579624
"Liberia",25.667062500000007
"Libya",19.18404214559389
"Lithuania",5.459138576779026
"Macedonia",9.54026217228463
"Madagascar",19.199066666666663
"Malawi",20.0009219858156
"Malaysia",26.566569767441866
"Mali",26.96955696202532
"Mauritania",27.023850931677018
"Mauritius",23.5175352112676
"Mexico",19.802868497109863
"Moldova",8.75382022471911
"Mongolia",-3.3671134020618556
"Montenegro",10.185205992509367
"Morocco",17.235559921414524
"Mozambique",21.202101910828038
"Namibia",19.635541401273894
"Nepal",14.66359223300971
"Netherlands",9.106591760299622
"New Zealand",12.647080745341619
"Nicaragua",26.374104046242774
"Niger",29.039801324503316
"Nigeria",26.497507218479303
"Norway",2.3361048689138566
"Pakistan",23.593677458766045
"Papua New Guinea",24.85712121212121
"Peru",16.763437500000006
"Philippines",26.199479999999987
"Poland",7.332471910112359
"Portugal",15.52739463601532
"Qatar",26.76670658682636
"Romania",10.790149812734091
"Russia",2.6703021978021995
"Rwanda",19.061700680272093
"Saudi Arabia",25.40363076923078
"Senegal",24.622151898734163
"Serbia",9.788295880149809
"Sierra Leone",26.577687499999996
"Singapore",26.52273255813953
"Slovakia",9.838951310861416
"Slovenia",9.452284644194751
"Somalia",27.150851063829798
"South Africa",17.20952229299363
"South Korea",10.684800000000003
"Spain",14.631410736579278
"Sri Lanka",25.92616113744075
"Sudan",27.372804054054054
"Suriname",26.423771428571417
"Sweden",6.372771535580522
"Switzerland",6.808576779026216
"Syria",18.35087378640777
"Taiwan",22.10508670520233
"Tajikistan",7.312417582417582
"Tanzania",25.74880597014925
"Thailand",27.15426315789475
"Tunisia",18.424849624060144
"Turkey",14.17038858049168
"Uganda",23.231702127659567
"Ukraine",6.99408239700375
"United Arab Emirates",26.569496855345896
"United Kingdom",8.73040449438202
"United States",14.043856107660455
"Uruguay",16.23228571428571
"Uzbekistan",10.315054945054944
"Venezuela",25.76540045766589
"Vietnam",24.370775862068964
"Zambia",20.42753521126761
"Zimbabwe",20.202183098591544
